h201-02984     K4-L3B-Onlimi               0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02544     sunset                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02680     Nhóm VinHạnd                0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02364     ThieuNu                     0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02594     K4-L3B-botusieudang         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02995     K4-L3B-AI                   0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02813     Enigma                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h201-00001     FourGuys                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02630     K4-L3B-1PROMPT              0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-03016     The Passion of Joan of      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02656     Team 043                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02866     Codexprox20                 0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h201-02412     Heheh                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02943     K4-L3B-ACE                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02754     K4-L3B-Kocoten              0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02573     ABC                         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02969     K4-L3B-Gene                 0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h202-02573     ABC                         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02573     ABC                         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-03007     K4-L3B-PheDaHutThuocLa      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02450     SoulVP                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02808     Kingpro                     0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02862     ozon                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02826     K4-L3B-IpadKids             0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02708     onedayonename               0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02631     Duy Còm TV - ngao           0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02489     t-rex                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02427     SKT                         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02430     Skynet                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02362     HTMD                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02791     TDCH                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02378     TooSweet                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02558     Yuzusoft                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02375     acer                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02417     A100                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h201-02376     K4 - L3B - Gone Angel       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02359     K4-TeamO7                   0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02650     sieunhandienquang           0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02717     Team Đụt                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02391     ThienAn                     0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02406     solo                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02530     K4-SKT                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02911     Lonely                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02586     HTMD                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-03010     K4-L3B-ACE                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02795     HTMD                        0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02701     sunset                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02846     Team Đụt                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02977     Soopi                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02576     Team03                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02732     AIGANG                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02765     Sloppers                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02555     PKA35                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02536     rapunzel                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02509     AIGAN                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02601     Nova1                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02396     Starl1ght                   0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02688     Promaxima                   0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02679     team3                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02607     K4-TeamXX-Doraemon          0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02847     K4-L3B-ACE                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02633     K4-L3B-Limbo                0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02694     K4-L3B-anhbaygiagan         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02415     K4_L3B_H2O                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02737     lốp trưởng                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02721     EasyGame                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02870     LaoGaKho                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02687     K4-TeamXX-Doraemon          0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02657     Buddy                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02528     ABC                         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02565     TranKimPhuong               0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h201-02629     K4-L3B-ACE                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02505     Studio.h                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02715     Studio.h                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02965     K4-THE LIEMS                0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02579     sunset                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02418     VŨ VĂN ĐIỀN                 0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h209-02827     N17                         0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02997     onedayonename               0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02864     sixthsense                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02629     K4-L3B-ACE                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02992     K4-TeamXX-Doraemon          0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02986     sixthsense                  0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02841     FourGuys                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02718     Buddy                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02670     IpadKids                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-03006     Marshal                     0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02706     Latentia                    0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02368     AIGANG                      0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02474     Buddy                       0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
h210-02914     K4-L3B-AI                   0.0 | sem     0.0 ev     0.0 mcp     0.0 cons     0.0 sch     0.0 cal     0.0 wf     0.0 eff     0.0 | gates 50
